,MESSAGE,SPAM
130,Oh ic. I thought you meant mary jane.,False
131,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",False
132,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,False
133,So u wan 2 come for our dinner tonight a not?,False
134,Are you willing to go for aptitude class.,False
135,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,False
136,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,False
137,"How about clothes, jewelry, and trips?",False
138,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,False
139,That means get the door,False
140,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,False
141,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",False
142,Just finished eating. Got u a plate. NOT leftovers this time.,False
143,Or I guess  &lt;#&gt;  min,False
144,Lol ok your forgiven :),False
145,"Oops I did have it,  &lt;#&gt; ?",False
146,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,True
147,U still going to the mall?,False
148,Then she dun believe wat?,False
149,I sent you  &lt;#&gt;  bucks,False
150,Thanks for sending this mental ability question..,False
151,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,False
152,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",True
153,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",False
154,K. I will sent it again,False
155,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,True
156,Wife.how she knew the time of murder exactly,False
157,Sending you greetings of joy and happiness. Do have a gr8 evening,False
158,Now press conference da:),False
159,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,True
160,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,False
161,"Hiya, had a good day? Have you spoken to since the weekend?",False
162,O ic lol. Should play 9 doors sometime yo,False
163,I think i am disturbing her da,False
164,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,False
165,"K, I might come by tonight then if my class lets out early",False
166,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,True
167,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",False
168,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",False
169,Well that must be a pain to catch,False
170,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,True
171,What happen to her tell the truth,False
172,X course it 2yrs. Just so her messages on messenger lik you r sending me,False
173,Send me your id and password,False
174,"Uh, heads up we don't have THAT much left",False
175,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",False
176,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,False
177,I thank you so much for all you do with selflessness. I love you plenty.,False
178,"Almost there, see u in a sec",False
179,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,False
180,Am not interested to do like that.,False
181,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",True
182,As usual u can call me ard 10 smth.,False
183,No. I.ll meet you in the library,False
184,Whats the staff name who is taking class for us?,False
185,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",False
186,Are you plans with your family set in stone ?,False
187,I'm really not up to it still tonight babe,False
188,Its going good...no problem..but still need little experience to understand american customer voice...,False
189,K:)k.are you in college?,False
190,Ya it came a while ago,False
191,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",False
192,I will see in half an hour,False
193,He also knows about lunch menu only da. . I know,False
194,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,True
195,No screaming means shouting..,False
196,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,False
197,"Aight, you close by or still down around alex's place?",False
198,What time you think you'll have it? Need to know when I should be near campus,False
199,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",True
200,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,False
201,Yes da. Any plm at ur office,False
202,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,False
203,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",False
204,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",True
205,Yes princess! I want to catch you with my big strong hands...,False
206,My sister going to earn more than me da.,False
207," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",False
208,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,True
209,Not able to do anything.,False
210,Enjoy urself tmr...,False
211,Glad to see your reply.,False
212,U calling me right? Call my hand phone...,False
213,Wait 2 min..stand at bus stop,False
214,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,False
215,Update your face book status frequently :),False
216,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,False
217,Don know..wait i will check it.,False
218,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,False
219,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",True
220,This single single answers are we fighting? Plus i said am broke and you didnt reply,False
221,Text her. If she doesnt reply let me know so i can have her log in,False
222,Ok. C u then.,False
223,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,False
224,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,False
225,I'm freezing and craving ice. Fml,False
226,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",False
227,Ok.,False
228,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",True
229,Ok k..sry i knw 2 siva..tats y i askd..,False
230,Should I head straight there or what,False
231,What's nannys address?,False
232,Oh god. I'm gonna Google nearby cliffs now.,False
233,Raviyog Peripherals bhayandar east,False
234,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,True
235,I not at home now lei...,False
236,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,False
237,will you like to be spoiled? :),False
238,Ok... Ur typical reply...,False
239,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,False
240,Who u talking about?,False
241,I'm stuck in da middle of da row on da right hand side of da lt... ,False
242,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",False
243,Well then you have a great weekend!,False
244,Oh thanks a lot..i already bought 2 eggs ..,False
245,How's ur paper?,False
246,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!",False
247,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,True
248,Hey gals.. Anyone of u going down to e driving centre tmr?,False
249,Ok lor.,False
250,Good morning pookie pie! Lol hope I didn't wake u up,False
251,Ok how you dear. Did you call chechi,False
252,"Probably gonna be here for a while, see you later tonight &lt;)",False
253,So how's the weather over there?,False
254,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,False
255,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",True
256,Its  &lt;#&gt; k here oh. Should i send home for sale.,False
257,Prepare to be pleasured :),False
258,Not sure I have the stomach for it ...,False
259,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,False
260,"Sorry that took so long, omw now",False
261,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,True
262,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",True
263,"Well, i'm glad you didn't find it totally disagreeable ... Lol",False
264,No:-)i got rumour that you going to buy apartment in chennai:-),False
265,Aight should I just plan to come up later tonight?,False
266,Dear where you. Call me,False
267,Ok... C ya...,False
268,We still on for tonight?,False
269,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,False
270,Hi:)cts employee how are you?,False
271,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,False
272,Good. do you think you could send me some pix? I would love to see your top and bottom...,False
273,I know complain num only..bettr directly go to bsnl offc nd apply for it..,False
274,Haha okay... Today weekend leh... ,False
275,Then why you came to hostel.,False
276,Oh ho. Is this the first time u use these type of words,False
277,Thought praps you meant another one. Goodo! I'll look tomorrow ,False
278,08714712388 between 10am-7pm Cost 10p,True
279,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,True
280,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,False
281,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,False
282,"Its ok chikku, and its my 1 of favourite song..:-)",False
283,No:-)i got rumour that you going to buy apartment in chennai:-),False
284,Y lei?,False
285,"And very importantly, all we discuss is between u and i only.",False
286,"Geeeee ... Your internet is really bad today, eh ?",False
287,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,False
288,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,False
289,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",False
290,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",False
291,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",False
292,Can you pls send me that company name. In saibaba colany,False
293,Can come my room but cannot come my house cos my house still messy... Haha...,False
294,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,True
295,She.s find. I sent you an offline message to know how anjola's now.,False
296,There is no sense in my foot and penis.,False
297,Ugh I don't wanna get out of bed. It's so warm.,False
298,"Me, i dont know again oh",False
299,Would me smoking you out help us work through this difficult time,False
300,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,False
301,How much u trying to get?,False
302,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,False
303,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,False
304,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",False
305,Whens your radio show?,False
306,Ok...,False
307,Can Ì_ call me at 10:10 to make sure dat i've woken up...,False
308,Well. You know what i mean. Texting,False
309,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",False
310,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,True
311,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",False
312,"By the way, 'rencontre' is to meet again. Mountains dont....",False
313,How do you guys go to see movies on your side.,False
314,Package all your programs well,False
315,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,False
316,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",False
317,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",False
318,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",False
319,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",False
320,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",False
321,They will pick up and drop in car.so no problem..,False
322,I want to go to perumbavoor,False
323,Yo sorry was in the shower sup,False
324,Lil fever:) now fine:),False
325,Ok. I only ask abt e movie. U wan ktv oso?,False
326,Do you want bold 2 or bb torch,False
327,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",True
328,Was the actual exam harder than NBME,False
329,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,False
330,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,False
331,I dont thnk its a wrong calling between us,False
332,"Haha get used to driving to usf man, I know a lot of stoners",False
333,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,False
334,Oh sorry please its over,False
335,I will be gentle princess! We will make sweet gentle love...,False
336,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",False
337,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,True
338,What not under standing.,False
339,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,False
340,Hi kindly give us back our documents which we submitted for loan from STAPATI,False
341,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,True
342,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,False
343,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",True
344,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,False
345,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",False
346,Hi. I'm sorry i missed your call. Can you pls call back.,False
347,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",False
348,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",False
349,"Babe, I'm back ... Come back to me ...",False
350,Adult 18 Content Your video will be with you shortly,True
351,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,False
352,I'm not sure if its still available though,False
353,it's really getting me down just hanging around.,False
354,"Just sent you an email ÛÒ to an address with incomm in it, is that right?",False
355,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,True
356,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,True
357,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,True
358,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,False
359,Rofl betta invest in some  anti aging products,False
360,No no. I will check all rooms befor activities,False
361,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,False
362,Where's my boytoy? I miss you ... What happened?,False
363,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",True
364,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",False
365,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",True
366,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,False
367,Senthil group company Apnt 5pm.,False
368,Where are the garage keys? They aren't on the bookshelf,False
369,U attend ur driving lesson how many times a wk n which day?,False
